case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar
Q1_low,4.944795217110939,0.08143171251407044,0.16301457024641106,-0.5427737198668785,0.4995364058008996,0.15002884173176717
Q2,13.230088565607932,0.13483751942643596,0.1490882434064205,-0.4577360308832613,0.9044141667083937,0.29457484298592224
Q3,6.035363895885335,0.092039976220462,0.147872057283081,-0.4661831141688184,0.6224298079809896,0.19743309747407894
Q4,5.075587309310887,0.08281541845141094,0.14834748263812186,-0.4679412827035474,0.5582529408566405,0.17697822678294575
Q5_high,7.198625477084174,0.10150819988100257,0.1382731989155102,-0.29528170633168127,0.734113339946866,0.34376731678386263
high_minus_low,1.0368360961773717,0.0017733514780002846,0.16181321916054353,-0.46147703842270893,0.010959249727556856,0.003842772945023345
