case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar,mean_rank_ic,icir,positive_ic_rate
raw,0.8702093645834822,-0.006786083580446967,0.1482618416196504,-0.47113468288561877,-0.04577093813427682,-0.014403702013367756,-0.017091836734693878,-0.04278842590263039,0.46938775510204084
neutralized,1.1754323735709777,0.007948289383350016,0.10968765291413074,-0.344531203674185,0.07246293609338468,0.023069867978827617,0.006819581280788178,0.021267313835579893,0.47346938775510206
