Date,rank_ic
2025-05-31,-0.6535714285714285
2025-06-30,-0.0964285714285714
2025-07-31,-0.4642857142857142
2025-08-31,0.6749999999999999
2025-09-30,0.3214285714285714
2025-10-31,-0.7071428571428571
2025-11-30,0.039285714285714285
2025-12-31,-0.075
2026-01-31,-0.2964285714285714
2026-02-28,-0.3857142857142856
2026-03-31,-0.6749999999999999
2026-04-30,-0.22142857142857136
