case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar,turnover,avg_exposure
daily,4.720076981456766,0.07929103455854203,0.13669964056774137,-0.24363263863091233,0.5800383543748195,0.3254532520934636,107.86666666666667,0.9194146341463415
weekly,4.400958638917384,0.07558240951040651,0.13723828123130724,-0.31434477621892776,0.5507385317877648,0.24044429947124868,101.96666666666667,0.9186341463414635
monthly,4.820599946305243,0.0804099633068005,0.14107792395623833,-0.2812387132754788,0.5699684334151619,0.28591356563360953,76.69999999999999,0.9170731707317074
quarterly,3.8586244269461427,0.0686495705750596,0.1420368872457198,-0.27128998445827435,0.4833221278378044,0.2530486730357649,43.06666666666667,0.9012682926829269
