case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar
momentum,1.0452756824540177,0.0021712023843951656,0.1525637846688967,-0.45133830681039877,0.014231440240599972,0.0048105874277302564
reversal,0.2775284407158225,-0.06085331827447815,0.15260193953085907,-0.7263486972769169,-0.3987715913805436,-0.08377975826571644
low_volatility,0.9502056432844208,-0.0024985966221078293,0.14883404781455464,-0.5443029394279169,-0.016787802648632184,-0.004590452193284037
composite,1.2506346242056892,0.011014559135052782,0.14160625096812268,-0.41334955469242673,0.0777830008191679,0.026647081168984715
