case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar,turnover,avg_exposure
tsmom_21d,3.630443499389559,0.06545135807692337,0.13413957749736652,-0.3189171926772796,0.48793472663359433,0.2052299455149013,1283.2333333333333,0.9141463414634147
tsmom_63d,2.613752594391772,0.04837631228294037,0.1320086554802779,-0.4052592000301989,0.3664631846066169,0.11937128701664389,758.9333333333334,0.9295609756097561
tsmom_126d,5.603853898879358,0.08843787014189952,0.13107886719238762,-0.22493400826652377,0.6746920539990411,0.39317251679038995,509.0666666666667,0.9295609756097561
tsmom_252d,3.517885488458071,0.06380265733333879,0.13396420506559995,-0.28375407283485765,0.476266457163656,0.22485195259372143,307.8333333333333,0.9075121951219512
