metric,value
daily_mean,0.0004909409914824479
annualized_volatility,0.19296922328660304
skewness,-0.0018129681644307733
excess_kurtosis,15.016587744753979
autocorr_1d,-0.1038777466292347
autocorr_5d,-0.0130359546372308
best_day,0.14519847403812425
worst_day,-0.10942364508656444
