case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar,direction_accuracy
ridge_features,2.307208767407422,0.12625149928145496,0.1642169174821227,-0.22244984984797223,0.7688093359516336,0.5675503911004588,0.5067720090293454
momentum_baseline,2.2366552015527166,0.12128818200433278,0.1153613404442335,-0.13855067791409847,1.051376323621728,0.875406629764248,0.5304740406320542
buy_hold_test,2.788795771885038,0.15702751201617615,0.1978921641572108,-0.33717282840434815,0.7935004030348028,0.46571816821450357,
