case,final_equity,ann_return,ann_vol,max_drawdown,sharpe,calmar,hedge_ratio,half_life_days,trades
SPY_QQQ_spread_reversion,1.7046290689726986,0.026571991930531613,0.07413597778636716,-0.2279386493152581,0.3584223574564889,0.11657519253691961,1.3528532996831026,258.61583004128266,213.0
